horizon,beta_VRP,t_VRP,beta_deltaVRP,t_deltaVRP,R2,N,controls
1,0.06810213331394528,0.2971761066251954,0.0591301178848077,0.1934028886359683,0.006014985139539353,220,"term_spread, default_spread"
3,0.63445438203758,2.613598499443466,0.6904170968070223,3.4561351197926826,0.050279802388032424,218,"term_spread, default_spread"
6,0.7180212263898521,2.3369603167225854,0.8350511537941149,1.444618112929302,0.05004576549822537,215,"term_spread, default_spread"
