horizon,beta_VRP,t_VRP,beta_deltaVRP,t_deltaVRP,R2,N,controls
1,0.06479392615512078,0.4954526525664281,0.0622548091832778,0.2997973045203429,0.0064212624980909405,401,"term_spread, default_spread"
3,0.29514787621288596,1.212932020049664,0.28382044068808265,1.453361379721985,0.026000237034854212,399,"term_spread, default_spread"
6,0.23665999749700603,0.9756002720008303,0.17983769282511147,0.4565552897219688,0.012711956536385793,396,"term_spread, default_spread"
