horizon,beta_VRP,t_VRP,beta_deltaVRP,t_deltaVRP,R2,N,controls
1,0.05131712144741961,0.3533432443359853,0.028411867607293067,0.4639995196096252,0.006633427784722534,220,"term_spread, default_spread"
3,0.23999599136592578,0.7489139792149386,0.10237972652063632,0.705189066577101,0.03130355654635719,218,"term_spread, default_spread"
6,0.26791021511825747,0.759014753400755,0.15499526908239136,0.7501281387653059,0.03949732995402444,215,"term_spread, default_spread"
