horizon,beta_VRP,t_VRP,beta_deltaVRP,t_deltaVRP,R2,N,controls
1,0.04980006310815348,0.2855352587142406,0.033409318429478016,0.19206861483499582,0.005988061442690373,220,"term_spread, default_spread"
3,0.21823518559705776,0.618132402378852,0.09682039101821313,0.29707049457651913,0.02758956105317878,218,"term_spread, default_spread"
6,0.21763027487369993,0.575213738761071,0.12149558358225838,0.26605405099289153,0.03523925210376344,215,"term_spread, default_spread"
