horizon,beta_VRP,t_VRP,beta_deltaVRP,t_deltaVRP,R2,N,controls
1,-0.0016302063859630616,-0.010401123649090982,-0.05647930347786731,-0.47818051264378625,0.006804603173397927,413,"term_spread, default_spread"
3,0.23528695828251706,0.6312446153943717,0.08051995816248941,0.30131553641437936,0.02085872259780197,411,"term_spread, default_spread"
6,0.36336721817391165,0.8997425289277806,0.27991730700577494,0.7680569780208225,0.01568168647919288,408,"term_spread, default_spread"
