horizon,beta_VRP,t_VRP,beta_deltaVRP,t_deltaVRP,R2,N,controls
1,0.346642016974289,1.832586621868883,0.5595223093843584,2.905212818418378,0.04363340910024571,193,"term_spread, default_spread"
3,0.9489050407500164,4.117963746252609,1.0815045198921505,2.3229023443077925,0.11694342293689142,193,"term_spread, default_spread"
6,1.3005324334907915,3.301805376206212,1.2108630979127835,2.9336541032472585,0.1590425395234365,193,"term_spread, default_spread"
