horizon,beta_VRP,t_VRP,beta_deltaVRP,t_deltaVRP,R2,N,controls
1,0.020129927729843677,0.14367127409909786,-0.05846960092981818,-0.28723650419780355,0.005509127339238473,424,"term_spread, default_spread"
3,0.45493812455963134,1.8564350867828352,0.7288827999736923,2.9632422423053937,0.04235127778838188,422,"term_spread, default_spread"
6,0.468057737042449,1.8077304318151932,0.8106648960646183,1.2758273700699923,0.024493269073545987,419,"term_spread, default_spread"
