horizon,beta_VRP,t_VRP,beta_deltaVRP,t_deltaVRP,R2,N,controls
1,0.07835937924906819,0.5836313678737038,0.048714329032670055,0.8943212891572738,0.0078054754665005666,401,"term_spread, default_spread"
3,0.2980849653970407,0.9995969302823038,0.1487244602371029,1.244717279001861,0.027323173573645776,399,"term_spread, default_spread"
6,0.3387260068344978,1.00596528008853,0.2179852692238608,1.2959388681092434,0.018884331919723496,396,"term_spread, default_spread"
