horizon,beta_VRP,t_VRP,beta_deltaVRP,t_deltaVRP,R2,N,controls
1,0.32888880195095377,1.7180532682151077,0.6621245963476974,2.574905441518827,0.03990797227170473,204,"term_spread, default_spread"
3,0.8986350504445547,4.562868277108511,1.279788114276089,2.3872678414254915,0.1076059623316219,204,"term_spread, default_spread"
6,1.2627236472340286,3.4559029067986176,1.7928787105969384,5.668300224609046,0.15449314691676486,204,"term_spread, default_spread"
