horizon,beta_VRP,t_VRP,beta_deltaVRP,t_deltaVRP,R2,N,controls
1,0.16224700855434893,1.0173163251548867,0.19000378910675705,0.8152693321743532,0.010787493156548478,413,"term_spread, default_spread"
3,0.682772230938688,3.5192317978833056,0.7813372166652702,2.998206126018129,0.04968314451182898,411,"term_spread, default_spread"
6,0.8741082213970965,3.7020708115832495,1.1021811565268205,2.05776256876332,0.038710707962184454,408,"term_spread, default_spread"
