horizon,beta_VRP,t_VRP,beta_deltaVRP,t_deltaVRP,R2,N,controls
1,0.09616274143308189,0.6462055315698618,0.0886284943705492,0.5877634357211489,0.008045902702814689,401,"term_spread, default_spread"
3,0.3210919442165313,1.019546066191625,0.22208213153214687,0.7734158834260275,0.02545251718539021,399,"term_spread, default_spread"
6,0.3594928094273804,1.0544306451154022,0.30546682764938204,0.7753331142687703,0.01638200138699475,396,"term_spread, default_spread"
