horizon,beta_VRP,t_VRP,beta_deltaVRP,t_deltaVRP,R2,N,controls
1,-0.033319206412854845,-0.22706539430757244,-0.15115833091963116,-0.7728602625804347,0.008909734337942954,424,"term_spread, default_spread"
3,0.013383938123385206,0.04761504724056095,-0.3353765520575488,-1.6685861757132339,0.0264032457055432,422,"term_spread, default_spread"
6,-0.09480038970546399,-0.3832898306330454,-0.5170178050248991,-1.533730075984295,0.018808372279747188,419,"term_spread, default_spread"
