horizon,beta_VRP,t_VRP,beta_deltaVRP,t_deltaVRP,R2,N,controls
1,0.2983608511174218,1.5497292894726384,0.5254837666100789,2.8724267373279098,0.04169860195474362,181,"term_spread, default_spread"
3,0.8734018216414254,4.097307551571036,1.0865436919011733,2.1467955679572603,0.11731775350985074,181,"term_spread, default_spread"
6,1.24437950049486,3.3507725627223612,1.450579039376081,4.114828306099885,0.1654881211077095,181,"term_spread, default_spread"
