horizon,beta_VRP,t_VRP,beta_deltaVRP,t_deltaVRP,R2,N,controls
1,-0.08487612630105924,-0.5223609635338233,-0.22093154272617402,-0.9463196785446946,0.01624201850122986,220,"term_spread, default_spread"
3,-0.002281814376094242,-0.008088338325963024,-0.30454997421737345,-1.632410470734182,0.03329642317185344,218,"term_spread, default_spread"
6,-0.09153178648644208,-0.45151306166269967,-0.4465504078959223,-1.3168785190448258,0.04108722292847933,215,"term_spread, default_spread"
