horizon,beta_VRP,t_VRP,beta_deltaVRP,t_deltaVRP,R2,N,controls
1,-0.07023381400250404,-0.4341469649043665,-0.23686501007589097,-1.050597926604036,0.01405958977705346,220,"term_spread, default_spread"
3,0.38310961205352795,1.3510428382396094,0.5657363311565019,4.923112036929602,0.04334441328197114,218,"term_spread, default_spread"
6,0.3413707775848715,1.2620552551834872,0.5068950037315234,0.9562565715189847,0.040418088218407755,215,"term_spread, default_spread"
