horizon,beta_VRP,t_VRP,beta_deltaVRP,t_deltaVRP,R2,N,controls
1,0.06045390358852885,0.4130113745973878,0.036227690796734206,0.1758321582259846,0.005988835208311283,413,"term_spread, default_spread"
3,0.23861223037898957,0.8466034129859882,0.10549027213303289,0.49796537225867316,0.02084479676760631,411,"term_spread, default_spread"
6,0.21071689132899207,0.7847394983451461,0.08580861457687483,0.24575139787053535,0.011703261600674697,408,"term_spread, default_spread"
