horizon,beta_VRP,se_VRP_HAC,t_VRP_HAC,beta_deltaVRP,se_deltaVRP_HAC,t_deltaVRP_HAC,R2,N,controls,hac_lags
1,0.06479392615512078,0.13077723132470714,0.49545265256643767,0.0622548091832778,0.20765633394496774,0.29979730452034425,0.0064212624980909405,401,"term_spread, default_spread",0
3,0.29514787621288596,0.22454352781273149,1.3144350188487208,0.28382044068808265,0.2420516376058573,1.1725615389152593,0.026000237034854212,399,"term_spread, default_spread",2
6,0.23665999749700603,0.24836353498405556,0.9528773920543494,0.17983769282511147,0.37427591531467763,0.4804949649883575,0.012711956536385793,396,"term_spread, default_spread",5
