horizon,beta_VRP,t_VRP,beta_deltaVRP,t_deltaVRP,R2,N,controls
1,0.2526720937342432,1.2950914415865673,0.4506335557299221,1.3908522352403634,0.02504897667002659,204,"term_spread, default_spread"
3,0.7479598196140816,3.5120042504285394,1.0729197704405073,1.9980413007500546,0.09337960541042145,204,"term_spread, default_spread"
6,1.0531724767985269,2.716042860593864,1.4109704139974948,2.6249833884975895,0.1385857758752469,204,"term_spread, default_spread"
