horizon,beta_VRP,t_VRP,beta_deltaVRP,t_deltaVRP,R2,N,controls
1,-0.04525974622918708,-0.3486325892086589,-0.3065546756564596,-1.1282172113394124,0.01374516011637561,424,"term_spread, default_spread"
3,0.12169019361803331,0.43034495387356236,-0.20682972845765982,-2.292016368969146,0.021214618114516193,422,"term_spread, default_spread"
6,0.008275228122750373,0.03241933452556753,-0.5426157626867749,-0.8307028820733408,0.015986024972469925,419,"term_spread, default_spread"
