horizon,beta_VRP,se_VRP,t_VRP,R2,N,controls
1,0.04714636191198114,0.13197679609199395,0.3572322052667345,0.0021371211066105733,436,none
3,0.19016094739390785,0.2880973329215648,0.6600579931285918,0.012020033576604527,434,none
6,0.14277907223825373,0.3033698972461713,0.47064350660472687,0.0032077693710877986,431,none
12,-0.1498581318555216,0.18368533156954672,-0.8158415839469604,0.0016472665545484988,425,none
