horizon,beta_VRP,t_VRP,beta_deltaVRP,t_deltaVRP,R2,N,controls
1,0.4339459652195434,2.0250194537412187,0.787963786415136,1.8219705515983322,0.04284849203160879,204,"term_spread, default_spread"
3,0.8792135510185823,2.9586251772717396,0.5142026650175755,0.8496924711459688,0.08057417165318614,204,"term_spread, default_spread"
6,1.245185634896451,3.2473014746478395,0.7642030336189867,1.3478906265164488,0.12847447868108708,204,"term_spread, default_spread"
