horizon,beta_VRP,se_VRP,t_VRP,R2,N,controls
1,0.03274010400466861,0.13577102276083752,0.24114205917370707,0.001628208888616145,220,none
3,0.14144643771653242,0.2936159826569961,0.48173957165598497,0.010690421773631775,218,none
6,0.07473346916631139,0.29996498627441304,0.24914064169457414,0.0013365909532246922,215,none
12,-0.22136892233034697,0.1330065764768563,-1.664345690221311,0.007326904130429357,209,none
