horizon,beta_VRP,se_VRP,t_VRP,R2,N,controls
1,0.2603161834198451,0.17971317725250777,1.448509159982661,0.012543093000704775,216,none
3,0.9017236055865832,0.24366681827871944,3.7006417695951623,0.051269316119701314,216,none
6,1.227237105518363,0.33082206963713084,3.709659113324827,0.04925383726940735,216,none
12,1.4444556366870325,1.0003020513354872,1.4440194686780488,0.0239071335926907,216,none
